OPERADOR,ID OPERADOR,ID SERVICIO ORBYTA,CLIENTE/USO,DIRECCION,"CAPACIDAD(mbps)",ORDEN DE COMPRA,ESTA VIGENTE,MONEDA,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,FACTURA,NETO
MG Technologies,,22-0184-007,"Reporte mensual de salud de las maquinas, Gesecology group",,,2814,En Baja,UF,,,,,,,,,,,,,,,,,,,,,751,8,768,8,775,8,790,8,807,8,9,8,26,8,41,8,57,8,71,8,86,8,100,8,,,,,,,,,,,,,,,,,,
Grupo ZGH,Burstable Percentil 99,,Orbyta Uso Interno Transito Ip,La Concepción 141,,,SI,USD,,,,,,,,,,,,,,,,,,,14299,96,14588,192,15108,377,,,15608,162,,,,,,,,,18462,145,,,18906,103,19401,150,19878,139,20377,180,20859,129,21303,195,21837,309,22242,13,,,23379,13,,
UFINET,CLCLORB10087782C,19-0139-012,Clínica Odontología Smartdent SPA,NUEVA DE LYON 72,100,2592,SI,UF,,,,,,,,,,,4793,7.57,4875,4.93,4941,4.93,5027,4.93,5102,4.94,5181,4.93,5268,4.93,5352,4.93,5438,4.9,5523,4.9,5616,4.9,5709,4.93,5838,4.93,5940,4.93,6045,4.93,6165,5,6297,4.9,6423,4.9,6548,4.9,6679,4.9,6801,4.9,6941,4.9,7089,4.9,7197,4.93,7309,4.93,7419,4.93
UFINET,CLCLORB10091594C,13-0012-273,Nodo Edificio LC7,"Avenida Presidente Riesco 5537, Las Condes.",100,2679,SI,UF,,,,,,,,,,,,,,,4941,6.6,5027,5.5,5102,5.51,5181,5.5,5268,5.5,5352,5.5,5438,5.5,5523,5.5,5616,5.5,5709,5.5,5838,5.5,5940,5.5,6045,5.5,6165,6,6297,5.5,6423,5.5,6548,5.5,6679,5.5,6801,5.5,6941,5.5,7089,5.5,7197,5.5,7309,5.5,7419,5.5
GTD,RedPriv_010394285,18-0127-039,Yolito,"AVENIDA LAS CONDES 7090,LAS CONDES,SANTIAGO",,2932,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308608,9.5,1308851,5.5,1314227,5.5,1321694,5.5,1327012,5.5,1332141,5.5,1335341,5.5,1342754,5.5,1346829,5.5,1351750,5.5,1357190,5.5,1362260,5.5,14656417,5.5,1372608,5.5
GTD,EnMPLSFO_010361091,16-0078-072,Pentacrom SA,"AVENIDA MARATHON 3610,MACUL,SANTIAGO",,3177,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340553,7.5,1342754,6.1,1346829,6.1,1351750,6.1,1357190,6.1,1362260,6.1,14656417,6.1,1372608,6.1
GTD,EnMPLS-FO_010296554,16-0078-060,PENTACROM S.A,"AVENIDA OJOS DEL SALADO 3115,VALPARAISO,VALPARAISO",100,2387,SI,UF,,,,,1226688,9.7,1231821,9.7,1237191,9.7,1242187,9.7,1244514,9.7,1252333,9.7,1257702,9.7,1262808,9.7,1265594,9.7,1270606,9.7,1276648,9.7,1284212,9.7,1289511,9.7,1293129,9.7,1300736,9.7,1305945,9.7,1308851,9.7,1314227,9.7,1321694,9.7,1327012,9.7,1332141,9.7,1335341,9.7,1342754,9.7,1346829,9.7,1351750,9.7,1357190,9.7,1362260,9.7,14656417,9.7,1372608,9.7
CLARO,20-06-0010110660,,Orbyta,E1 Adicional + 100 numeros,,534/2204,SI,UF,,3,13173734,3.9,13181181,3.9,13188424,3.9,13195738,3.9,13356832,3.9,13364177,3.87,13371416,3.9,13378619,3.9,13586008,3.9,13593097,3.9,13600135,3.9,13830817,3.9,13837781,3.9,13844769,3.9,13851710,3.9,14020342,3.9,14027254,3.9,14034243,3.9,14041209,3.9,14407670,4,14414674,3.9,14421586,3.9,14428479,3.9,14635480,3.9,14642620,3.9,14649638,3.9,14656417,3.9,14953230,3.9,,,,
CLARO,33-59-0010361021 y 33-59-0010361023,13-0006-040 y 41,Constructora Excon Sa,FAENA MINERA COLLAHUASI,,2617,NO,UF,,,,,,,,,,,,,,,,,,,,,13593097,167.52,13600135,97.2,13830817,97.58,13837781,97.4,13844769,97.2,13851710,97.2,14020342,97.4,14027254,97.4,14034243,97.2,14041209,97.56,14407670,98,14414674,97.6,,,,,,,,,,,,,,,,,,
STARLINK,10-ACC-1499517-95156-27 / KIT300231370,18-0002-036,Hotel La Leonera SPA,CAMINO LA LEONERA S/N,,ST 10,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,40398,361345,45570,39496,56652,39496,70791,39496,87902,39496,110754,39496,141367,39496,151971,39496,175444,39496,202957,39496,230722,39496,259183,39496,336037,39496,368608,39496,403407,39496,438344,39496,475466,39496,516714,39496,558273,39496,,
STARLINK,11-ACC-1502346-18598-17 / KIT300232961,23-0013-001,Delgado,"AVENIDA LAS ACACIAS 02500, San Bernardo",,ST 11,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,40786,361345,47015,39496,58039,39496,72456,39496,89619,39496,111479,39496,141370,39496,154081,39496,178411,39496,205434,39496,233688,39496,262092,39496,339150,39496,372041,39496,406230,39496,448071,39496,490882,39496,525025,39496,564255,39496,,
STARLINK,12-ACC-1502373-85148-12 / KIT300232283,17-0061-023,EGC SpA,"JOSé MIGUEL INFANTE 8765, Renca",,ST 12,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,40789,361345,46843,39496,57999,39496,72530,39496,89481,39496,109758,39496,131066,39496,154059,39496,178172,39496,205353,,233576,39496,262062,39496,339110,39496,371687,39496,406098,39496,440560,39496,490896,39496,525250,39496,564254,39496,,
STARLINK,13-ACC-1523203-11200-85 / KIT300232717,22-0059-003,IMA SPA,V822 W9F COLINA  (FAENA LAS TORTOLAS),,ST 13,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,42412,361345,,,48705,39496,61068,48488,76207,48488,97341,48488,114493,48488,141377,48488,159900,48488,184515,48487,211951,48487,237419,48487,268238,48487,347141,48487,379792,48487,415027,48487,461400,48487,496732,48987,552269,48487,474149,48487
UFINET,CLCLORB10091599C,17-0214-028,TVN,Eliodoro Yañez 1783,10,2661,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,5438,3.4,5523,2.9,5616,2.9,5709,2.9,5838,2.9,5940,2.9,6045,2.9,6165,2.9,6297,2.9,6423,2.9,6548,2.9,6679,2.9,6801,2.9,6941,2.9,7089,2.9,7197,2.9,7309,2.9,7419,2.9
GTD,EnMPLSFO_010392275,15-0085-079,Laborarotio LVN SpA,"AVENIDA PRESIDENTE JOSE BATTLE Y ORDONEZ 3923,NUNOA,SANTIAGO",,2916,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314010,8.62,1314227,3.3,1321694,3.3,1327012,3.3,1332141,3.3,1335341,3.3,1342754,3.3,1346829,3.3,1351750,3.3,1357190,3.3,1362260,3.3,14656417,3.3,1372608,3.3
GTD,EnMPLSFO_010375285,17-0214-026,TVN Pamplona,"AVENIDA PROVIDENCIA 1208,PROVIDENCIA,SANTIAGO",,2855,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292848,8.39,1293129,3.7,1300736,3.7,1305945,3.7,1308851,3.7,1314227,3.7,1321694,3.7,1327012,3.7,1332141,3.7,1335341,3.7,1342754,3.7,1346829,3.7,1351750,3.7,1357190,3.7,1362260,3.7,14656417,3.7,1372608,3.7
GTD,RedPriv_010533314 (EnMPLSFO_010361688),16-0024-015,Inversiones Java SpA,"AVENIDA PROVIDENCIA 2348,PROVIDENCIA,SANTIAGO",10,2900,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298339,6.91,1300736,4.2,1305945,0.79,1308851,3.7,1314227,3.7,1321694,3.7,1327012,3.7,1332141,3.7,1335341,3.7,1342754,3.7,1346829,3.7,1351750,3.7,1357190,3.7,1362260,3.7,14656417,3.7,1372608,3.7
STARLINK,13-ACC-1523203-11200-85 / KIT302915069,22-0059-021,IMA SPA,MINERA CENTINELA CAMINO RUTA B229 KM 30 NOROESTE DE SIERRA GORDA,,ST 13 - 3292,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488136,378740,504634,20978,552269,39496,474149,39496
STARLINK,13-ACC-1523203-11200-85 / KIT303030893,,IMA SPA,,,ST 13 - 3292,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488136,378740,,,527701,33150,474149,39496
STARLINK,13-ACC-1523203-11200-85 / KIT302915075,22-0059-005,IMA SPA,"AV. FERTILIZANTES SUBESTACION ATACAMA TRANSELEC, MEJILLONES",,ST 13 - 3292,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488136,378740,,,552270,16581,474149,39496
STARLINK,13-ACC-1523203-11200-85 / KIT303238323,,IMA SPA,,,ST 13 - 3323,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552271-558853,307972,474149,39496
STARLINK,14-ACC-1728777-84730-26 / KIT300663632,21-0099-012,PROMET MONTAJES SPA (disponible),INSTALACIóN DE FAENA CICLONES 33°07’48”S - Colina,,ST 14,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,63893,361345,63894,39496,72014,39496,88919,39496,110836,39496,153209,39496,177203,39496,232446,39496,246614,39496,261070,39496,338205,39496,370555,39496,405231,39496,439477,39496,477103,39496,519489,39496,561131,39496,,
STARLINK,15-ACC-1728900-85269-22 / KIT300663628,Casa JO,JOSE OLEA ex Gestion Vial,Oxford 631,,ST 15,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,63903,321849,63902,39496,72117,39496,88836,39496,110833,39496,130387,39496,153306,39496,177344,39496,204430,39496,232516,39496,261594,48487,,,,,,,,,,,,,,
GTD,EnMPLSFO_010343698,13-0096-005,DELLA TOFFOLA SUDAMERICA S.A.,"AVENIDA PUERTA SUR 0 3400,SAN BERNARDO,MAIPO",20,2602,SI,UF,,,,,,,,,,,,,1249801,9.23,1252333,4.2,1257702,4.2,1262808,4.2,1265594,4.2,1270606,4.2,1276648,4.2,1284212,4.2,1289511,4.2,1293129,4.2,1300736,4.2,1305945,4.2,1308851,4.2,1314227,4.2,1321694,4.2,1327012,4.2,1332141,4.2,1335341,8,1342754,8,1346829,8,1351750,8,1357190,8,1362260,8,14656417,8,1372608,8
GTD,EnMPLSFO_010379879,21-0070-010,AMG COMUNICACIONES SPA,"BANDERA 84,SANTIAGO,SANTIAGO",,2854,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,1286994,3,1292848,9.6,1293129,8,1300736,8,1305945,8,1308851,8,1314227,8,1321694,8,1327012,8,1332141,8,1335341,8,1342754,8,1346829,8,1351750,8,1357190,8,1362260,8,14656417,8,1372608,8
GTD,EnMPLSFO_010208566,18-0127-013,YOLITO BALART HERMANOS LIMITADA,Barros Luco 3419 Lampa,100,2036,SI,UF,,,,,1228495,6.5,1233895,6.5,1238378,6.5,1243258,6.5,1248994,6.5,1254234,6.5,1259119,6.5,1264645,6.5,1269370,6.5,1275319,6.5,1280918,6.5,1286862,6.5,1292107,6.5,1297499,6.5,1302558,6.5,1307780,6.5,1313178,6.5,1318488,6.5,1323908,6.5,1329080,6.5,1334268,6.5,1339609,6.5,1344818,6.5,1350555,6.5,1356009,6.5,1361313,6.5,1365965,6.5,1371290,6.5,1376416,6.5
UFINET,CLCLORB10091600C,13-0012-314,Nodo Valle 2,AV. DEL VALLE 576,100,2662,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7197,6.8,7309,6.2,7419,6.2
GTD,EnMPLSFO_010357854,18-0230-004,Elaboradora de envases EDENSA,"CAMINO BUIN MAIPO 2060,BUIN,MAIPO",100,2762,SI,UF,,,,,,,,,,,,,,,,,,,,,1270385,19.56,1270606,11,1276648,11,1284212,11,1289511,11,1293129,11,1300736,11,1305945,11,1308851,11,1314227,11,1321694,11,1327012,11,1332141,11,1335341,11,1342754,11,1346829,11,1351750,11,1357190,11,1362260,11,14656417,11,1372608,11
GTD,EnMPLS-FO_010369505,16-0078-065,Pentacrom SA,"CAMINO LOS CARROS 1955 5B16,CONCEPCION,CONCEPCION",,2815,SI,UF,,,,,,,,,,,,,,,,,,,,,,,1276477,9.8,1276648,7.99,1284212,7.99,1289511,7.99,1293129,7.99,1300736,7.99,1305945,7.99,1308851,7.99,1314227,7.99,1321694,7.99,1327012,7.99,1332141,7.99,1335341,8,1342754,8,1346829,7.99,1351750,8,1357190,7.99,1362260,7.99,14656417,7.99,1372608,7.99
GTD,EnMPLSFO_010426649,21-0233-005,GoldTelecom,"CANAL LA PUNTA 8770,RENCA,SANTIAGO",,3007,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319382,12.97,1321694,7,1327012,7,1332141,7,1335341,7,1342754,7,1346829,7,1351750,7,1357190,7,1362260,7,14656417,7,1372608,7
GTD,RedPriv_010533311 (EnMPLSFO_010361089),18-0141-023,Inmobiliaria Gracia,"CARLOS FERNANDEZ CONCHA 260,SAN JOAQUIN,SANTIAGO",100,2899,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298339,10.04,1300736,6.1,1305945,6.1,1308851,6.1,1314227,6.1,1321694,6.1,1327012,6.1,1332141,6.1,1335341,6.1,1342754,6.1,1346829,6.1,1351750,6.1,1357190,6.1,1362260,6.1,14656417,6.1,1372608,6.1
GTD,EnMPLSFO_010462248,16-0012-020,Asesorías legales RV Ltda.,"DON CARLOS 2939 7,LAS CONDES,SANTIAGO",100,3216,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356933,9.41,1357190,3.4,1362260,3.4,14656417,3.4,1372608,3.4
STARLINK,16-ACC-1897955-47689-43 / KIT301067628,22-0322-019,PRODALAM S A,"AVENIDA OHIGGINS 2963, CHILLAN NORTE",,ST16,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246934,39496,322416,39496,353602,39496,396267,39496,426549,39496,458013,39496,539136,39496,,,,
STARLINK,16-ACC-1897955-47689-43 / KIT301098615,22-0322-005,PRODALAM S A,"RUTA 5 NORTE LT 16, CASTRO - Chiloé",,ST16,NO,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92853-100701,361345,100702,34824,118173,39496,140708,39496,164157,39496,190425,39496,217431,39496,246934,39496,322416,39496,353602,39496,396267,39496,426549,39496,458013,39496,539136,39496,,,,
STARLINK,16-ACC-1897955-47689-43 / KIT301099028,22-0322-020,PRODALAM S A,"CALLE PRESIDENTE RIOS 1099, VILLARRICA",,ST16,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246934,39496,322416,39496,353602,39496,396267,39496,426549,39496,458013,39496,539136,39496,,,,
STARLINK,16-ACC-1897955-47689-43 / KIT301099996,22-0322-015,PRODALAM S A,"AVDA. EL AGUA 15320,  PARQUE INDUSTRIAL LA PORTADA, ANTOFAGASTA",,ST16,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246934,39496,322416,39496,353602,39496,396267,39496,426549,39496,458013,39496,539136,39496,,,,
STARLINK,16-ACC-1897955-47689-43 / KIT301100001,22-0322-014,PRODALAM S A,"RUTA A-16 4550, ALTO HOSPICIO - Iquique",,ST16,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246934,39496,322416,39496,353602,39496,396267,39496,426549,39496,458013,39496,539136,39496,,,,
STARLINK,16-ACC-1897955-47689-43 / KIT301101387,12-0009-035,UNION PACIFIC TRADING CHILE COMERCIAL LTDA. (UPAC),"CARRETERA SAN MARTíN S/N, Colina",,ST16,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246934,39496,322416,39496,353602,39496,396267,39496,426549,39496,458013,39496,539136,39496,,,,
STARLINK,16-ACC-1897955-47689-43 / KIT301101388,22-0322-016,PRODALAM S A,"BAQUEDANO 882, VILLA ALEMANA, VALPARAíSO",,ST16,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246934,39496,322416,39496,353602,39496,396267,39496,426549,39496,458013,39496,539136,39496,,,,
STARLINK,16-ACC-1897955-47689-43 / KIT301418580,,IMA SPA,Salamanca,,ST16 - 3236,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408728,378740,427105,24798,458013,39496,539136,39496,,,,
STARLINK,16-ACC-1897955-47689-43 / KIT301419782,,IMA SPA,Iquique,,ST16 - 3236,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408728,378740,427106,24798,458013,39496,539136,39496,,,,
STARLINK,17-ACC-1898207-28830-21 / KIT300809858,15-0102-149,AGROCOMERCIAL CODIGUA SPA,FUNDO MULPULMO KM. 16 RUTA N° 215 (retornó este equipo?),,ST17,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92880-100689,361345,100690,34824,118431,39496,146613,39496,164105,39496,190498,39496,218371,39496,246338,39496,322543,39496,353750,39496,391163,39496,441791,39496,458363,39496,498939,39496,538614,39496,,
STARLINK,17-ACC-1898207-28830-21 / KIT301098983,23-0367-003,Industrias Ceresita S A,"Camino Santa Marta 1050, Maipú",,ST17 - 3142,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246338,39496,322543,39496,353750,39496,391163,39496,441791,39496,458363,39496,498939,39496,538614,39496,,
STARLINK,17-ACC-1898207-28830-21 / KIT301099004,23-0367-005,Industrias Ceresita S A,"Pedro Antonio González 3702, Estación Central",,ST17 - 3143,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246338,39496,322543,39496,353750,39496,391163,39496,441791,39496,458363,39496,498939,39496,538614,39496,,
STARLINK,17-ACC-1898207-28830-21 / KIT301099005,23-0367-001,Industrias Ceresita S A,"Camino Lo Echevers 851, Quilicura",,ST17 - 3141,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246338,39496,322543,39496,353750,39496,391163,39496,441791,39496,458363,39496,498939,39496,538614,39496,,
STARLINK,17-ACC-1898207-28830-21 / KIT301128617,22-0322-013,PRODALAM S A,"AVDA. SIMóN BOLIVAR, PUERTA LAS AMéRICAS - Arica",,ST17 - 3123,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322543,39496,353750,39496,391163,39496,441791,39496,458363,39496,498939,39496,538614,39496,,
STARLINK,17-ACC-1898207-28830-21 / KIT301129905,15-0102-149,AGROCOMERCIAL CODIGUA SPA,FUNDO MULPULMO KM. 16 RUTA N° 215,,ST17 - 3163,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264527,1577,,,322543,48487,353750,48487,391163,48487,441791,48487,458363,48487,498939,48487,538614,48487,,
STARLINK,17-ACC-1898207-28830-21 / KIT301130411,14-0115-007,Grow Southwest S.A. (UPAC),"Crucero de Pencahue, San Vicente",,ST17 - 3161,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322543,39496,353750,39496,391163,39496,441791,39496,458363,39496,498939,39496,538614,39496,,
STARLINK,17-ACC-1898207-28830-21 / KIT301130412,23-0464-001,SOC AGRICOLA HUINGAN LIMITADA,"SAN LUIS S/N SECTOR LOS BOLDOS, LOS ÁNGELES",,ST17 - 3160,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322543,39496,353750,39496,391163,39496,441791,39496,458363,39496,498939,39496,538614,39496,,
STARLINK,17-ACC-1898207-28830-21 / KIT301062064,Orbyta,Instalcion o Soporte,La Concepcion 141,,ST17,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326932,378740,360069,23313,391163,39496,441791,39496,458363,39496,498939,39496,538614,39496,,
STARLINK,18-ACC-1901700-52644-4 / KIT300807367,15-0102-147,AGROCOMERCIAL CODIGUA SPA,"ARTURO PRAT 372, Purranque",,ST18 (2924),SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93411,39496,106435,34824,123487,39496,146700,39496,169784,39496,196577,39496,224799,39496,253186,39496,330423,39496,361965,39496,394843,39496,429875,39496,467456,39496,507866,39496,548555,39496,,
STARLINK,19-ACC-1903494-79459-29 / KIT301098692,21-0099-008,PROMET MONTAJES SPA (disponible),INSTALACIóN DE FAENA CICLONES 33°07’48”S,,ST19,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93777,361345,94594,34824,108909,39496,141379,39496,152976,39496,,,203744,39496,231970,39496,259980,39496,337223,39496,369600,39496,403579,39496,439089,39496,475806,39496,518698,39496,559721,39496,,
STARLINK,20-ACC-1907502-78191-15 / KIT301098702,15-0102-146,AGROCOMERCIAL CODIGUA SPA,"RUTA 68 - KM 47,5 ( TALAGANTE) 33º42`25.1”S 71º00`40.4W",,ST20,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94586,361345,94590,34824,110212,39496,129673,39496,153011,39496,176644,39496,203602,39496,231679,39496,260273,39496,337737,39496,369936,39496,404944,39496,404942,39496,438826,39496,517957,39496,564252,39496,,
STARLINK,20-ACC-1907502-78191-15 / KIT301417928,23-0423-004,HALLIBURTON SERVICIOS CHILE LIMITADA,"CALLE DEL ARRIERO 05872, Punta Arenas",,ST20 - 3236,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391007,378740,406601,27873,438826,39496,517957,39496,564252-564251,45667,,
STARLINK,20-ACC-1907502-78191-15 / KIT,,IMA SPA,,,ST20 - 3254,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442125,413564,476167,39496,517957,39496,564252,39496,,
STARLINK,20-ACC-1907502-78191-15 / KIT,,IMA SPA,,,ST20 - 3254,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442125,413564,476167,39496,517957 -  517959,61749,564252,39496,,
STARLINK,20-ACC-1907502-78191-15 / KIT,,IMA SPA,,,ST20 - 3254,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442125,413564,476167,39496,517957 - 517960,56015,564252,39496,,
STARLINK,21-ACC-1937010-83356-11 / KIT301099059,Bodega Soporte,Soporte Orbyta,La Concepcion 141,,ST21 - 2995,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98200,180672,98204,34824,116438,39496,140872,39496,164389,39496,190662,39496,218213,39496,246851,39496,326896,39496,353758,39496,387452,39496,422826,39496,,,,,,,,
STARLINK,22-ACC-1937403-12402-1 / KIT300807356,21-0099-016,PROMET MONTAJES SPA (disponible),"V74W+HH6 Colina, Chile",,ST22 - 2924,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98254,361345,112375,39496,100537,39496,140537,39496,157725,39496,182140,39496,209309,39496,238018,39496,266268,39496,344358,39496,376410,39496,411817,39496,450543,39496,484507,39496,528039,39496,574654,39496
STARLINK,23-ACC-1938002-17212-1 / KIT300807428,15-0102-154,AGROCOMERCIAL CODIGUA SPA,ARTURO PRAT 372 (PURRANQUE 2),,ST23 - 2924,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98308,361345,112487,39496,134167,39496,157799,39496,182003,39496,209284,39496,240612,39496,266144,39496,343903,39496,376121,39496,412022,39496,446855,39496,484760,39496,527297,39496,,,,
STARLINK,23-ACC-1938002-17212-1 / KIT301067635,22-0322-017,PRODALAM S A,"SANTA ADELA 10300, Maipu",,ST23,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240612,39496,266144,39496,343903,39496,376121,39496,412022,39496,446855,39496,484760,39496,527297,39496,,,,
STARLINK,23-ACC-1938002-17212-1 / KIT301099031,22-0322-018,PRODALAM S A,"ORIENTE LOTES 27 Y 28 MANZANA D, PARQUE INDUSTRIAL ESCUADRóN, CORONEL",,ST23,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240612,39496,266144,39496,343903,39496,376121,39496,412022,39496,446855,39496,484760,39496,527297,39496,,,,
STARLINK,24-ACC-1938028-18236-16 / KIT300805910,15-0102-145,AGROCOMERCIAL CODIGUA SPA,"Nataniel Cox 1935, Santiago",,ST24 - 2924,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98313,361345,112382,39496,134327,39496,157681,39496,182004,39496,209490,39496,237507,39496,266426,39496,344546,39496,376174,39496,411464,39496,446273,39496,484787,30496,,,527059,39496,,
STARLINK,24-ACC-1938028-18236-16/KIT302725604,,IDE Chile - SPA,"Punta Blanca, Tocopilla,",,ST24,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449736-471134,383102,484787,30496,527059,39496,,
STARLINK,24-ACC-1938028-18236-16/KIT302725592,,IMA SPA,"Chillán, Chillan, Ñuble, Chile",,ST24,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449736,378740,489491,30271,527059,39496,,
STARLINK,24-ACC-1938028-18236-16/KIT302725605,,IMA SPA,,,ST24,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449736,378740,527061,25438,527059,39496,,
STARLINK,24-ACC-1938028-18236-16/KIT302725606,,IMA SPA,"Colina, Santiago",,ST24,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449736,378740,527060,25438,527059,39496,,
STARLINK,25-ACC-1938047-91869-30 / KIT300806850,22-0458-019,LABORATORIO LAVETSAN LIMITADA,"JUANA CANALES 990,TALAGANTE,TALAGANTE",,ST25 - 2924,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98318,361345,112621,39496,134550,39496,157873,39496,182165,39496,209454,39496,237370,39496,266604,39496,343950,39496,376299,39496,412274,39496,446858,39496,484398,39496,527864,39496,,,,
STARLINK,25-ACC-1938047-91869-30 / KIT KIT302725533,,Bidfood Chile S.A,,,ST25 - 3254,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442158,378740,476167,36055,527864,39496,,,,
